State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
"New Jersey","Point Pleasant Beach",111228,89923
Tennessee,"Thompson's Station",111205,96484
Connecticut,Milford,111142,165094
Maryland,Nanjemoy,111120,300000
Missouri,"Lake St Louis",111088,98406
California,Dublin,110983.5,107038
"North Dakota",Munich,110882,158318.5
"New Jersey",Bogota,110861,90459
"New Jersey",Manasquan,110852,94395
Maryland,Waldorf,110823.9,133899.3
Massachusetts,Hampden,110812,93246
"New Jersey",Sayreville,110792,300000
California,"Santa Monica",110739.9,149791.9
Illinois,"La Grange",110715,101084
Ohio,"Upper Arlington",110708.6,181619.4
Texas,Richmond,110704.3,159574
Pennsylvania,"Feasterville Trevose",110665,96196
Massachusetts,Charlestown,110649.5,91786
Ohio,Kirtland,110598,105163
California,"San Bruno",110563,103427
California,"Playa Vista",110536,90712
Maryland,"New Market",110533.5,300000
"New York","Island Park",110516,91529
Texas,Keller,110490.7,156830.3
Pennsylvania,"Port Matilda",110468,104495
California,Williams,110458,300000
Maryland,Brandywine,110456,300000
Georgia,Suwanee,110440.8,145821.2
Maryland,Germantown,110436.7,152111.9
Ohio,Westlake,110351.7,94894
"New Jersey","High Bridge",110221,104639
Maryland,Fallston,110219,96428
Illinois,Mossville,110217,93441
California,Ripon,110209,98248
Virginia,Haymarket,110151,96442
Iowa,Waukee,110120,300000
"New Hampshire",Hooksett,110111,300000
"New Hampshire",Merrimack,110103,156343
"New Jersey","Morris Plains",110019,88486
Florida,Wellington,110004.8,148048.2
Oklahoma,Edmond,109995.7,172842.3
Connecticut,Newtown,109949.5,103343.5
Minnesota,"Mendota Heights",109944,95592.3
Washington,Kenmore,109944,103537.3
Texas,Manchaca,109898,300000
California,"Costa Mesa",109889.7,172005
"North Carolina",Cary,109838.1,149078.9
Connecticut,Bethany,109823,199154.5
Massachusetts,Maynard,109797,300000
Maryland,Abingdon,109797,300000
"New York","Ocean Beach",109792,300000
Colorado,Pine,109756.5,194713.5
Massachusetts,Burlington,109749,300000
"New Hampshire",Londonderry,109649.3,226833
California,Saugus,109633,181171.3
"New York",Brookhaven,109603,85668
California,Novato,109602.7,100614.7
Pennsylvania,Rosemont,109522,79583
"New York","Williston Park",109379,300000
Minnesota,Lakeville,109261,92719.5
"New York",Massapequa,109243.5,249168.8
Connecticut,Andover,109190,300000
Georgia,"Saint Simons Island",109183,88422
Kentucky,Union,109176,100914.5
Vermont,Jericho,109148,300000
"New Hampshire",Amherst,109143,104111
California,Coronado,109138,300000
California,"Rancho Santa Fe",109128,83971
Connecticut,Moodus,109105,89191
Kentucky,Crestwood,109095.8,156536.2
Maryland,Owings,109078,102879.5
Georgia,Cumming,109073.2,188154.2
"New Jersey",Westmont,109066,187094
Massachusetts,Chelmsford,108921.3,100969.7
Illinois,"Park Ridge",108731.8,246601.2
"New Jersey","Mount Laurel",108724.5,98867.5
"New York",Mahopac,108712.3,94737
"New Jersey",Dunellen,108679,300000
Georgia,Martinez,108667,90526
"Rhode Island",Jamestown,108607,95091
"New Jersey","Saddle Brook",108596,211223.5
Massachusetts,Essex,108593,107466
"New Jersey","West Orange",108576,76187
Virginia,Springfield,108520.3,167385.2
Maryland,Hanover,108511,98963
Illinois,"Germantown Hills",108463.5,198592.5
Connecticut,Suffield,108457,90648
Massachusetts,Billerica,108409,104211.3
"New York","Roosevelt Island",108382,100418
Illinois,Chatham,108357.5,95183.5
"New York",Holbrook,108339,100746.7
"New York",Piermont,108313.5,103713
"New York",Islandia,108293,99516
Ohio,Brecksville,108273,92924
Washington,Ridgefield,108255.5,95248
Texas,Allen,108175.6,181360.2
Connecticut,Marlborough,108144,300000
Virginia,Alexandria,108140.6,149468.9
"New York","St Regis Falls",108132,88223
Tennessee,Germantown,108095.4,151309
Pennsylvania,Mcdonald,108084,79365
California,Hercules,108030,300000
California,"Mill Valley",108020,86508.5
Texas,Angleton,108019,300000
Florida,"Miami Bach",108014,94532
"New York","Rockville Centre",107972.5,183177
Minnesota,Scandia,107966,300000
Texas,Coppell,107932,190112.8
Maryland,Edgewater,107921.5,91497
"New Jersey",Collingswood,107898,93221
Utah,Alpine,107855.7,231276.3
California,"St. Helena",107845,98374
Ohio,Peninsula,107786,198133
Illinois,Channahon,107770,198761.5
Louisiana,Milton,107765,98333
Georgia,Brooks,107764,92498
"New York","Hyde Park",107739,103066
"New York","Rockaway Park",107634,97990
Indiana,Georgetown,107628,300000
California,Tollhouse,107612,95137
Illinois,"Lake In The Hills",107604,205366
Alabama,Daphne,107603,97539
California,Millbrae,107565,83178
Massachusetts,Wilbraham,107530,99507
Massachusetts,Townsend,107414,95132
"New Jersey","Freehold Twp.",107345,192969.5
Hawaii,Kailua,107344.9,164221.3
California,"El Segundo",107331,88938
Kansas,"Overland Park",107303.1,124774.8
Washington,Snohomish,107288.5,139506.8
Maryland,"Fort Washington",107275.2,143996.2
Pennsylvania,Enola,107271,101950
"New Jersey",Maplewood,107229.2,146888.5
Connecticut,Farmington,107219.5,91628.5
Missouri,Foristell,107189,300000
Illinois,Lemont,107158,100652.5
Maryland,Columbia,107126.8,145654.5
California,Livermore,107116.1,173605.3
Virginia,Annandale,107036,98651.6
"Rhode Island","North Scituate",107001,94429.5
Indiana,Granger,106990,191476.5
Maryland,Mechanicsville,106985,196796.5
Massachusetts,Marblehead,106954.3,99289.3
"New York",Carmel,106952.5,300000
"New York","West Hempstead",106941.3,97252.3
California,"Redwood City",106888.3,115783.7
Texas,Helotes,106871,96405
Pennsylvania,Springfield,106838.7,154796
Louisiana,"Elm Grove",106782,97605
"New York",Hicksville,106777.8,209837.4
Illinois,"Downers Grove",106694,131016.8
Maryland,Freeland,106590,300000
Virginia,Woodbridge,106563.7,198687.2
Connecticut,Somers,106557,300000
Pennsylvania,"Bala Cynwyd",106537,88585.5
California,"Loma Linda",106524,81345
California,Brentwood,106513.5,153872.8
Texas,Justin,106433,300000
California,Mather,106418,100588
Connecticut,Oakdale,106332,99826.5
Maryland,Cheverly,106314,111374
Massachusetts,Newbury,106307,300000
Kansas,Stilwell,106294,99030
Utah,Salem,106276,96303
Florida,"Ponte Vedra Beach",106270,98743
Missouri,Ballwin,106255.2,201870.8
Minnesota,Savage,106253.5,191337.8
Michigan,Saline,106222,141922.7
Missouri,Augusta,106217.5,192337.5
"New York",Tarrytown,106201,300000
Ohio,Beachwood,106161,92349
"North Carolina",Morrisville,106140,98872
"New Jersey",Northvale,106081,101809
Massachusetts,"South Easton",106066,93621.5
"New Jersey",Boonton,106045,155711.3
Ohio,"Shaker Heights",106026,153580
Illinois,Geneseo,106001,300000
"New York",Suffern,105996.2,127616.2
California,Denair,105985,104491
Delaware,Hockessin,105912,300000
Minnesota,"Apple Valley",105910.3,162571
"New York","East Northport",105887,300000
Kansas,Mulvane,105877,300000
Arizona,Higley,105824,161074.3
Massachusetts,Norwood,105795.7,173179
Missouri,"Platte City",105780,183800.5
California,Valencia,105715,170748.7
"New Jersey","West Milford",105688,300000
Wisconsin,Verona,105645,78589
Minnesota,"Cottage Grove",105615,93501
Ohio,Tallmadge,105576,181283.5
Florida,Niceville,105572.7,170370
Wyoming,"Green River",105562,300000
"New York",Holtsville,105422,98954
Massachusetts,Walpole,105385.5,190948.5
"New Jersey",Voorhees,105380,175122.5
Maryland,Jefferson,105340,300000
Ohio,Macedonia,105335,99078
California,Herald,105322,116734
Hawaii,"Pearl City",105287.3,98894
Wisconsin,Hudson,105273.3,93957.7
"New Jersey",Hewitt,105216,106833
Wisconsin,Shorewood,105211,167970
Florida,"Key Largo",105191,86959
Minnesota,Farmington,105163.3,231929
Colorado,"Palmer Lake",105159,300000
Massachusetts,Bellingham,105102,300000
Alaska,"Eagle River",105052,101289
California,Walnut,105040,133974.8
Wisconsin,Oconomowoc,105027.2,94438.5
Maryland,"St Michaels",105022,90790
Kentucky,Hebron,105012,300000
Utah,Mapleton,104985,300000
Pennsylvania,Exton,104954,85409.5
Maryland,Riverdale,104920.3,160064
Hawaii,Kapolei,104894,96974.5
Washington,"Gig Harbor",104855.3,87359
Illinois,Plainfield,104749.7,94152.7
Connecticut,Ellington,104743,188876
"New York",Garnerville,104722,88988
California,Tustin,104679.6,182338
Nebraska,Elkhorn,104667,199664.5
Alabama,Hoover,104628.2,156242.7
"New York",Manlius,104604,300000
Minnesota,"Ham Lake",104597,89232
Maryland,Hedgesville,104572,300000
Massachusetts,Mattapoisett,104563,97274
Pennsylvania,"Cranberry Twp",104562,96098.5
Maryland,Gambrills,104516,93034
"Rhode Island",Manville,104505,90644
"New York",Schuylerville,104503,101824
Illinois,Mundelein,104489.5,139307
"New York",Greenvale,104489,92564.5
Virginia,Montpelier,104461,300000
Georgia,"Powder Springs",104422,90244
California,Rocklin,104416.5,194947
Massachusetts,Marion,104407,78548.5
Colorado,Centennial,104362.7,161514.8
California,"Meadow Vista",104362.5,187276
Nebraska,Papillion,104359,227831.7
"Rhode Island",Slatersville,104342,300000
California,"Fair Oaks",104319.8,141350
Massachusetts,Westminster,104307,300000
"New York",Guilderland,104288.5,179137
Massachusetts,Lee,104263,94260
Colorado,Nederland,104254,88295
"New York",Mineola,104235,233624.7
"New Jersey",Leonia,104223,84082
Pennsylvania,"Bryn Mawr",104161.5,93542.5
"New York","Franklin Square",104158,205765.2
Michigan,"Lake Orion",104105.7,153944
Connecticut,Wethersfield,104092.8,134966.5
Maryland,Upperco,104085,85164
"New York",Penfield,104059,97678
"New York",Farmingdale,103978.3,150379.7
"New York","Upper Nyack",103926.5,191747.5
Texas,Klein,103914,89269.8
California,Lakewood,103878,95721.7
Connecticut,Stamford,103863.2,151671.5
Massachusetts,"Marston Mills",103792,86364
Massachusetts,Westford,103763,300000
"New Jersey","Stone Harbor",103736,79443
Virginia,"Prince George",103732,300000
Pennsylvania,Hatboro,103725,76397
Texas,Spring,103716.9,142590.2
Florida,Maitland,103710,84086
"New Jersey",Linwood,103676,96364
"New York","Rocky Point",103671.5,196513.5
Colorado,Wellington,103671,300000
Minnesota,"Saint Michael",103648,300000
"New Jersey","Atlantic Highlands",103614,91818.7
Iowa,Inwood,103589,93141
"New Jersey","Monroe Township",103569.5,169073
California,Carmel,103464,81869
"New Jersey",Blairstown,103456,300000
Colorado,Frederick,103450.5,94416.5
Maine,"North Yarmouth",103450,90177
"New York","Deer Park",103292,166119.3
Connecticut,Prospect,103289,300000
California,"Woodland Hills",103284.5,83455.8
"New Jersey","East Rutherford",103257,86815
"New York",Rosedale,103247.5,188769.5
Florida,"Ponte Vedra",103246,82750
Maryland,"White Marsh",103246,93593
"New Hampshire","North Hampton",103240,88684
"New York",Hempstead,103238.3,113369.3
California,"Hacienda Heights",103234.2,94906.5
California,Berkeley,103222.1,90893.4
Florida,Lutz,103176.2,241528.5
Pennsylvania,"West Pittston",103142,105818
Maryland,Belcamp,103136.2,97389.5
Pennsylvania,Morrisville,103119,78196
"New York","Port Jefferson Station",103109,95647
Louisiana,Youngsville,103089.5,90360.5
Kentucky,"Villa Hills",102986,300000
Delaware,Middletown,102971,87239
"New Jersey","New Egypt",102962,300000
Ohio,Hinckley,102898,92082
"New York","Pearl River",102871,89553
Florida,Osprey,102864.7,135748
Massachusetts,"Newton Highlands",102818,92604
Illinois,"Prospect Heights",102807,300000
Colorado,"Castle Rock",102775.3,94497
"New York",Greenlawn,102766,86065
Hawaii,Mililani,102712.5,95787.5
Washington,Mukilteo,102673.2,128683.8
Maine,Yarmouth,102660,300000
Wisconsin,Mukwonago,102622,94472
Illinois,"Mt Prospect",102587,153232.3
Maryland,Randallstown,102541.7,155061
Pennsylvania,"Fort Washington",102511,92090.5
Tennessee,Collierville,102503.5,136100.8
Illinois,"St Charles",102471.5,185969.2
California,Santee,102443.7,224036.7
Illinois,"Morton Grove",102440,300000
"New Jersey","Highland Park",102411,300000
Ohio,"West Chester",102373.3,167430.3
Connecticut,Norwalk,102360.4,112487.8
"New York",Circleville,102332.5,194004
"New York",Uniondale,102260.3,225739
California,Pacifica,102241,164382
Massachusetts,Swampscott,102229,188940.5
Missouri,Pacific,102151,79385
"New York","Slate Hill",102148,94075
Texas,Comfort,102139,300000
"New York",Florida,102131,91243
"New York","North Bellmore",102068.2,149376.2
California,Loomis,102063.2,252859
Massachusetts,"West Roxbury",102057.2,181417.8
Wisconsin,Mondovi,102051,88998
Michigan,Troy,102044,115221.3
"New York","Ballston Lake",102028.7,235403.3
Delaware,Bear,102027,95612
Missouri,Kearney,102024,300000
"New Jersey",Sewell,101991.8,92786.4
Colorado,Yampa,101933,300000
"New York","East Patchogue",101902,91264
Ohio,Loveland,101884,143079
"New Jersey",Freehold,101875,184892.5
Alaska,Haines,101864,300000
"New Jersey","West Long Branch",101849,75768
Ohio,Elida,101801,300000
Pennsylvania,Conshohocken,101764.5,89299
Illinois,Palatine,101739,233137
"New Jersey",Wall,101721,205035
Illinois,"New Lenox",101691.3,91024.3
Washington,Bothell,101648.2,153562.7
Maryland,Gaithersburg,101604.9,146645.9
"New Jersey",Aberdeen,101598,98132
California,"Daly City",101587.6,152009.3
California,"San Carlos",101562,86011.5
Washington,"Black Diamond",101556.5,78633
"New Jersey",Montclair,101554.5,127098.5
Connecticut,Southington,101548.5,184474.5
"South Carolina","Fort Mill",101547,185606.5
Washington,"Lake Tapps",101534,96318
Massachusetts,"North Grafton",101513,87279
California,"La Crescenta",101494.3,91368.3
California,"Pacific Grove",101456.7,85268.7
"New Jersey","Medford Lakes",101424.5,91260
Idaho,Irwin,101415.5,184587
Texas,Crawford,101371,88518
Tennessee,"Signal Mtn",101355,300000
Ohio,"Plain City",101306,300000
Pennsylvania,Havertown,101262.5,94774
Maryland,"Rising Sun",101261,300000
"New York","East Islip",101259,86593
Michigan,Pinckney,101224,97482
Florida,"De Leon Springs",101198,83629
Wisconsin,Suamico,101193,88679
"New York","Forest Hills",101185.5,90781.2
California,Bonita,101129,101437
"New Jersey",Oceanport,101124,91397
Illinois,Sherman,101116,92658
Kentucky,Edgewood,101092,93356
Florida,Davie,101066,91404.7
Michigan,"Commerce Township",101058.5,90117.5
"New Jersey",Maywood,101057,300000
"New Jersey","Sea Girt",101032,81946
Arizona,Gilbert,101024.6,145477.1
"New York",Bayport,101016,82402.5
Nevada,Verdi,101010,75755
Illinois,Mokena,100967,97091
Connecticut,Thomaston,100950,91882
Indiana,Hebron,100910,92849
"North Dakota",Lincoln,100896,95234
Washington,"Lake Forest Park",100887.5,83836
Wisconsin,"Black Earth",100887,85216
Iowa,"West Des Moines",100885.4,130609.4
Michigan,"Grosse Pointe Woods",100878.8,135481.8
California,"San Francisco",100856.9,109217.6
Connecticut,Orange,100847.5,84212.5
Illinois,Ringwood,100826,93306
"New York",Levittown,100821.8,163496.2
"New Jersey","Pine Beach",100817,102910
"New York",Coram,100813,96378
Minnesota,Woodbury,100807.4,178464.8
Michigan,Canton,100790.7,127134
"New Jersey",Hawthorne,100765.5,78436
Minnesota,"Prior Lake",100751,190040.5
Pennsylvania,"West Chester",100704.9,95209.9
Maryland,Williamsport,100689,300000
"New Hampshire",Fremont,100683,90088
Pennsylvania,Eagleville,100679,83047
Tennessee,Arlington,100669.3,167917.7
Pennsylvania,Oreland,100669,100772
Illinois,"Buffalo Grove",100643,87858.8
California,"San Jose",100633.9,139497.6
Maryland,Lusby,100615,76545.5
Connecticut,"New Milford",100612,152655.3
Pennsylvania,Trappe,100591.5,193682
Texas,"The Colony",100562,95200.5
Iowa,Leclaire,100527,300000
"New Jersey",Hope,100525,103516
"New York",Williamsville,100516,163675.8
"New York","Islip Terrace",100513,92813
California,Yountville,100464,68313
"North Carolina",Denver,100443.3,227776.7
Arizona,"Queen Creek",100441,154090
Michigan,"Beverly Hills",100432.5,91474.5
"New York",Greenport,100363,78079
"North Carolina",Matthews,100287.2,159256.8
Virginia,Manassas,100282.8,121785.2
"New York",Manorville,100244,300000
"South Carolina",Chapin,100239,85994
Florida,Destin,100225.7,141970
Michigan,Lakeland,100197.7,162261.3
Virginia,"Locust Grove",100197,96455
"New Jersey","Greystone Park",100179,88561
California,Carlsbad,100168.7,123259.6
"New Jersey",Sergeantsville,100120,88416
Texas,Jewett,100110,41907
Virginia,Spotsylvania,100085,119004.2
"New Jersey",Eatontown,99944,94156
Texas,"Bridge City",99902,100384
California,"Trabuco Canyon",99883,230609
California,Venice,99863.3,82144.3
California,Placentia,99860.2,160346.6
Pennsylvania,"Clifton Heights",99849,98973
Pennsylvania,Downingtown,99807.4,170386.8
Pennsylvania,Dresher,99792.5,84266.5
"New Jersey",Piscataway,99771.8,187851.8
Maryland,Laurel,99771.2,162924.2
Utah,"Cedar Hills",99769,300000
"New Jersey",Flanders,99713,93077
Illinois,"Gages Lake",99712,91463
Georgia,Dacula,99681.5,88431.2
"New Jersey","Wood  Ridge",99678.3,94560
Georgia,Canton,99625.8,139273.2
"New York",Rexford,99616,300000
Arkansas,Centerton,99608,98726
Virginia,Purcellville,99584,300000
Alabama,"Pike Road",99568,99257
"New Hampshire",Kingston,99536,88243
Georgia,Roswell,99487.8,91091
"New York","New Fairfield",99464,88675
Michigan,Northville,99461,125157
Wisconsin,"Whitefish Bay",99451,95491
Connecticut,Waterford,99437,87632
"North Carolina","Chapel Hill",99427.4,109558.7
California,"Fountain Valley",99421.8,84347.8
California,"Huntington Beach",99406.1,112902.7
Maryland,"Silver Spring",99404.5,133482
Massachusetts,Middleton,99395,75285
Tennessee,"Oliver Springs",99353,89419
Wisconsin,Hartland,99297,153559
Missouri,Ellisville,99296,82367
"New York",Falconer,99202,300000
Hawaii,Hauula,99159,87147
Washington,Snoqualmie,99141,214180.5
Maryland,Elkridge,99126.8,93645.8
Ohio,Dublin,99114.5,183475.3
"New York",Coeymans,99090,300000
"New York","Long Beach",99089,147698.7
California,"Dana Point",99085,86530
"New Jersey",Nutley,99066,133316.5
Minnesota,Zimmerman,99040,83238
"New Jersey",Somerset,99006.7,118807.4
"New Hampshire",Meriden,98971,80499
Maryland,"Owings Mills",98944.7,86694.3
"New York",Ronkonkoma,98927,86185
"New Jersey",Hopatcong,98921.5,189185
Massachusetts,Lunenburg,98918,89214
Colorado,Timnath,98874,300000
